"short_rep_motif"	"rep_motif"	"max"	"avg_exp"	"color"	"other_clust_motifs"
"Foxa2.Forkhead."	"Foxa2.Forkhead..Liver.Foxa2.ChIP.Seq.GSE25694..Homer"	"12.1727576370472"	"0.936365972080553"	"cyan"	"FOXA1.Forkhead..LNCAP.FOXA1.ChIP.Seq.GSE27824..Homer|FOXA1.Forkhead..MCF7.FOXA1.ChIP.Seq.GSE26831..Homer|FOXK2.Forkhead..U2OS.FOXK2.ChIP.Seq.E.MTAB.2204..Homer|Foxo3.Forkhead..U2OS.Foxo3.ChIP.Seq.E.MTAB.2701..Homer|Foxa3.Forkhead..Liver.Foxa3.ChIP.Seq.GSE77670..Homer|FoxL2.Forkhead..Ovary.FoxL2.ChIP.Seq.GSE60858..Homer|FOXP1.Forkhead..H9.FOXP1.ChIP.Seq.GSE31006..Homer|Foxo1.Forkhead..RAW.Foxo1.ChIP.Seq.Fan_et_al...Homer|Foxf1.Forkhead..Lung.Foxf1.ChIP.Seq.GSE77951..Homer|FOXK1.Forkhead..HEK293.FOXK1.ChIP.Seq.GSE51673..Homer|Fox.Ebox.Forkhead.bHLH..Panc1.Foxa2.ChIP.Seq.GSE47459..Homer|FOXM1.Forkhead..MCF7.FOXM1.ChIP.Seq.GSE72977..Homer"
"BMAL1.bHLH."	"BMAL1.bHLH..Liver.Bmal1.ChIP.Seq.GSE39860..Homer"	"6.83532631490851"	"0.976475187844073"	"lightcyan"	"Max.bHLH..K562.Max.ChIP.Seq.GSE31477..Homer|USF1.bHLH..GM12878.Usf1.ChIP.Seq.GSE32465..Homer|bHLHE40.bHLH..HepG2.BHLHE40.ChIP.Seq.GSE31477..Homer|CLOCK.bHLH..Liver.Clock.ChIP.Seq.GSE39860..Homer|NPAS2.bHLH..Liver.NPAS2.ChIP.Seq.GSE39860..Homer|NPAS.bHLH..Liver.NPAS.ChIP.Seq.GSE39860..Homer"
"RXR.NR..DR1"	"RXR.NR..DR1.3T3L1.RXR.ChIP.Seq.GSE13511..Homer"	"3.69281039482129"	"0.923202598705322"	"lightgreen"	"HNF4a.NR..DR1.HepG2.HNF4a.ChIP.Seq.GSE25021..Homer|PPARE.NR..DR1.3T3L1.Pparg.ChIP.Seq.GSE13511..Homer|TR4.NR..DR1.Hela.TR4.ChIP.Seq.GSE24685..Homer"
"NF1.CTF."	"NF1.CTF..LNCAP.NF1.ChIP.Seq.Unpublished..Homer"	"1.92496170446833"	"0.962480852234167"	"royalblue"	"Tlx..NR..NPC.H3K4me1.ChIP.Seq.GSE16256..Homer"
"HOXD13.Homeobox."	"HOXD13.Homeobox..Chicken.Hoxd13.ChIP.Seq.GSE38910..Homer"	"1.95722332582322"	"0.978611662911608"	"darkred"	"HOXB13.Homeobox..ProstateTumor.HOXB13.ChIP.Seq.GSE56288..Homer"
"NF.E2.bZIP."	"NF.E2.bZIP..K562.NFE2.ChIP.Seq.GSE31477..Homer"	"4.7793076359111"	"0.95586152718222"	"darkgreen"	"MafK.bZIP..C2C12.MafK.ChIP.Seq.GSE36030..Homer|Bach1.bZIP..K562.Bach1.ChIP.Seq.GSE31477..Homer|Bach2.bZIP..OCILy7.Bach2.ChIP.Seq.GSE44420..Homer|Nrf2.bZIP..Lymphoblast.Nrf2.ChIP.Seq.GSE37589..Homer"
"IRF8.IRF."	"IRF8.IRF..BMDM.IRF8.ChIP.Seq.GSE77884..Homer"	"7.49924804190254"	"0.937406005237817"	"darkturquoise"	"PU.1.IRF8.ETS.IRF..pDC.Irf8.ChIP.Seq.GSE66899..Homer|PRDM1.Zf..Hela.PRDM1.ChIP.Seq.GSE31477..Homer|IRF1.IRF..PBMC.IRF1.ChIP.Seq.GSE43036..Homer|IRF2.IRF..Erythroblas.IRF2.ChIP.Seq.GSE36985..Homer|PU.1.IRF.ETS.IRF..Bcell.PU.1.ChIP.Seq.GSE21512..Homer|IRF3.IRF..BMDM.Irf3.ChIP.Seq.GSE67343..Homer|ISRE.IRF..ThioMac.LPS.Expression.GSE23622..Homer"
"Lhx1.Homeobox."	"Lhx1.Homeobox..EmbryoCarcinoma.Lhx1.ChIP.Seq.GSE70957..Homer"	"2.95305024172126"	"0.984350080573753"	"darkgrey"	"Lhx3.Homeobox..Neuron.Lhx3.ChIP.Seq.GSE31456..Homer|Lhx2.Homeobox..HFSC.Lhx2.ChIP.Seq.GSE48068..Homer"
"GRE.NR..IR3.RAW264.7.GRE.ChIP.Seq.Unpublished."	"GRE.NR..IR3.RAW264.7.GRE.ChIP.Seq.Unpublished..Homer"	"4.88085678170554"	"0.976171356341108"	"orange"	"ARE.NR..LNCAP.AR.ChIP.Seq.GSE27824..Homer|PR.NR..T47D.PR.ChIP.Seq.GSE31130..Homer|GRE.NR..IR3.A549.GR.ChIP.Seq.GSE32465..Homer|PGR.NR..EndoStromal.PGR.ChIP.Seq.GSE69539..Homer"
"Otx2.Homeobox."	"Otx2.Homeobox..EpiLC.Otx2.ChIP.Seq.GSE56098..Homer"	"3.91137778845171"	"0.977844447112928"	"darkorange"	"Pitx1.Homeobox..Chicken.Pitx1.ChIP.Seq.GSE38910..Homer|GSC.Homeobox..FrogEmbryos.GSC.ChIP.Seq.DRA000576..Homer|CRX.Homeobox..Retina.Crx.ChIP.Seq.GSE20012..Homer"
"NFkB.p65.RHD."	"NFkB.p65.RHD..GM12787.p65.ChIP.Seq.GSE19485..Homer"	"2.74981584930593"	"0.916605283101977"	"white"	"NFkB.p50.p52.RHD..Monocyte.p50.ChIP.Chip.Schreiber_et_al...Homer|NFkB.p65.Rel.RHD..ThioMac.LPS.Expression.GSE23622..Homer"
"TFE3.bHLH."	"TFE3.bHLH..MEF.TFE3.ChIP.Seq.GSE75757..Homer"	"3.73327380409278"	"0.933318451023194"	"saddlebrown"	"Usf2.bHLH..C2C12.Usf2.ChIP.Seq.GSE36030..Homer|MITF.bHLH..MastCells.MITF.ChIP.Seq.GSE48085..Homer|E.box.bHLH..Promoter.Homer"
"Gata6.Zf."	"Gata6.Zf..HUG1N.GATA6.ChIP.Seq.GSE51936..Homer"	"4.92991875582774"	"0.985983751165548"	"steelblue"	"Gata2.Zf..K562.GATA2.ChIP.Seq.GSE18829..Homer|Gata1.Zf..K562.GATA1.ChIP.Seq.GSE18829..Homer|GATA3.Zf..iTreg.Gata3.ChIP.Seq.GSE20898..Homer|Gata4.Zf..Heart.Gata4.ChIP.Seq.GSE35151..Homer"
"Zic3.Zf."	"Zic3.Zf..mES.Zic3.ChIP.Seq.GSE37889..Homer"	"2.87215816302338"	"0.957386054341128"	"paleturquoise"	"Zic.Zf..Cerebellum.ZIC1.2.ChIP.Seq.GSE60731..Homer|Unknown.ESC.element....mES.Nanog.ChIP.Seq.GSE11724..Homer"
"Tgif1.Homeobox."	"Tgif1.Homeobox..mES.Tgif1.ChIP.Seq.GSE55404..Homer"	"4.46191392970091"	"0.892382785940181"	"violet"	"NF1.halfsite.CTF..LNCaP.NF1.ChIP.Seq.Unpublished..Homer|Tgif2.Homeobox..mES.Tgif2.ChIP.Seq.GSE55404..Homer|Tbx20.T.box..Heart.Tbx20.ChIP.Seq.GSE29636..Homer|Meis1.Homeobox..MastCells.Meis1.ChIP.Seq.GSE48085..Homer"
"Egr1.Zf."	"Egr1.Zf..K562.Egr1.ChIP.Seq.GSE32465..Homer"	"1.95079764594222"	"0.97539882297111"	"darkolivegreen"	"Egr2.Zf..Thymocytes.Egr2.ChIP.Seq.GSE34254..Homer"
"Tbet.T.box."	"Tbet.T.box..CD8.Tbet.ChIP.Seq.GSE33802..Homer"	"3.72852092497168"	"0.93213023124292"	"darkmagenta"	"Eomes.T.box..H9.Eomes.ChIP.Seq.GSE26097..Homer|Tbx5.T.box..HL1.Tbx5.biotin.ChIP.Seq.GSE21529..Homer|Tbr1.T.box..Cortex.Tbr1.ChIP.Seq.GSE71384..Homer"
"ETV1.ETS."	"ETV1.ETS..GIST48.ETV1.ChIP.Seq.GSE22441..Homer"	"6.58464439538252"	"0.940663485054646"	"sienna3"	"GABPA.ETS..Jurkat.GABPa.ChIP.Seq.GSE17954..Homer|ETS.ETS..Promoter.Homer|Fli1.ETS..CD8.FLI.ChIP.Seq.GSE20898..Homer|ELF5.ETS..T47D.ELF5.ChIP.Seq.GSE30407..Homer|EHF.ETS..LoVo.EHF.ChIP.Seq.GSE49402..Homer|EWS.FLI1.fusion.ETS..SK_N_MC.EWS.FLI1.ChIP.Seq.SRA014231..Homer"
"MafB.bZIP."	"MafB.bZIP..BMM.Mafb.ChIP.Seq.GSE75722..Homer"	"1.8149814599928"	"0.907490729996399"	"yellowgreen"	"MafA.bZIP..Islet.MafA.ChIP.Seq.GSE30298..Homer"
"KLF5.Zf."	"KLF5.Zf..LoVo.KLF5.ChIP.Seq.GSE49402..Homer"	"4.73512113899744"	"0.947024227799488"	"skyblue3"	"KLF14.Zf..HEK293.KLF14.GFP.ChIP.Seq.GSE58341..Homer|Klf9.Zf..GBM.Klf9.ChIP.Seq.GSE62211..Homer|KLF3.Zf..MEF.Klf3.ChIP.Seq.GSE44748..Homer|KLF6.Zf..PDAC.KLF6.ChIP.Seq.GSE64557..Homer"
"Sox10.HMG."	"Sox10.HMG..SciaticNerve.Sox3.ChIP.Seq.GSE35132..Homer"	"7.58186633233307"	"0.947733291541634"	"plum1"	"Sox3.HMG..NPC.Sox3.ChIP.Seq.GSE33059..Homer|Sox17.HMG..Endoderm.Sox17.ChIP.Seq.GSE61475..Homer|Sox9.HMG..Limb.SOX9.ChIP.Seq.GSE73225..Homer|Sox2.HMG..mES.Sox2.ChIP.Seq.GSE11431..Homer|Sox4.HMG..proB.Sox4.ChIP.Seq.GSE50066..Homer|Sox6.HMG..Myotubes.Sox6.ChIP.Seq.GSE32627..Homer|Sox15.HMG..CPA.Sox15.ChIP.Seq.GSE62909..Homer"
"Tcf3.HMG."	"Tcf3.HMG..mES.Tcf3.ChIP.Seq.GSE11724..Homer"	"2.94844398195885"	"0.98281466065295"	"orangered4"	"Tcf4.HMG..Hct116.Tcf4.ChIP.Seq.SRA012054..Homer|TCFL2.HMG..K562.TCF7L2.ChIP.Seq.GSE29196..Homer"
"Cdx2.Homeobox."	"Cdx2.Homeobox..mES.Cdx2.ChIP.Seq.GSE14586..Homer"	"1.92569270358831"	"0.962846351794153"	"mediumpurple3"	"CDX4.Homeobox..ZebrafishEmbryos.Cdx4.Myc.ChIP.Seq.GSE48254..Homer"
"Oct4.POU.Homeobox."	"Oct4.POU.Homeobox..mES.Oct4.ChIP.Seq.GSE11431..Homer"	"4.67729710586097"	"0.935459421172194"	"lightsteelblue1"	"OCT4.SOX2.TCF.NANOG.POU.Homeobox.HMG..mES.Oct4.ChIP.Seq.GSE11431..Homer|Brn1.POU.Homeobox..NPC.Brn1.ChIP.Seq.GSE35496..Homer|Oct6.POU.Homeobox..NPC.Pou3f1.ChIP.Seq.GSE35496..Homer|Oct2.POU.Homeobox..Bcell.Oct2.ChIP.Seq.GSE21512..Homer"
"Tcf21.bHLH."	"Tcf21.bHLH..ArterySmoothMuscle.Tcf21.ChIP.Seq.GSE61369..Homer"	"6.54066330785688"	"0.934380472550982"	"lightcyan1"	"MyoG.bHLH..C2C12.MyoG.ChIP.Seq.GSE36024..Homer|Ap4.bHLH..AML.Tfap4.ChIP.Seq.GSE45738..Homer|NeuroD1.bHLH..Islet.NeuroD1.ChIP.Seq.GSE30298..Homer|Atoh1.bHLH..Cerebellum.Atoh1.ChIP.Seq.GSE22111..Homer|Myf5.bHLH..GM.Myf5.ChIP.Seq.GSE24852..Homer|SCL.bHLH..HPC7.Scl.ChIP.Seq.GSE13511..Homer"
"ZNF143.STAF.Zf."	"ZNF143.STAF.Zf..CUTLL.ZNF143.ChIP.Seq.GSE29600..Homer"	"1.74445473393008"	"0.872227366965038"	"ivory"	"Rbpj1....Panc1.Rbpj1.ChIP.Seq.GSE47459..Homer"
"Atf7.bZIP."	"Atf7.bZIP..3T3L1.Atf7.ChIP.Seq.GSE56872..Homer"	"5.83015032018638"	"0.971691720031064"	"floralwhite"	"JunD.bZIP..K562.JunD.ChIP.Seq.Homer|c.Jun.CRE.bZIP..K562.cJun.ChIP.Seq.GSE31477..Homer|Atf1.bZIP..K562.ATF1.ChIP.Seq.GSE31477..Homer|Atf2.bZIP..3T3L1.Atf2.ChIP.Seq.GSE56872..Homer|CRE.bZIP..Promoter.Homer"
"Pit1.Homeobox."	"Pit1.Homeobox..GCrat.Pit1.ChIP.Seq.GSE58009..Homer"	"3.58476421874501"	"0.896191054686253"	"darkorange2"	"OCT.OCT.POU.Homeobox..NPC.Brn1.ChIP.Seq.GSE35496..Homer|Brn2.POU.Homeobox..NPC.Brn2.ChIP.Seq.GSE35496..Homer|OCT.OCT.POU.Homeobox..NPC.OCT6.ChIP.Seq.GSE43916..Homer"
"HNF1b.Homeobox."	"HNF1b.Homeobox..PDAC.HNF1B.ChIP.Seq.GSE64557..Homer"	"1.93377153152201"	"0.966885765761005"	"brown4"	"Hnf1.Homeobox..Liver.Foxa2.Chip.Seq.GSE25694..Homer"
"EKLF.Zf."	"EKLF.Zf..Erythrocyte.Klf1.ChIP.Seq.GSE20478..Homer"	"2.82878203698198"	"0.942927345660659"	"darkslateblue"	"Klf4.Zf..mES.Klf4.ChIP.Seq.GSE11431..Homer|KLF10.Zf..HEK293.KLF10.GFP.ChIP.Seq.GSE58341..Homer"
"Six2.Homeobox."	"Six2.Homeobox..NephronProgenitor.Six2.ChIP.Seq.GSE39837..Homer"	"1.95832309454531"	"0.979161547272657"	"plum2"	"Six1.Homeobox..Myoblast.Six1.ChIP.Chip.GSE20150..Homer"
"RFX.HTH."	"RFX.HTH..K562.RFX3.ChIP.Seq.SRA012198..Homer"	"1.98882147143787"	"0.994410735718936"	"thistle2"	"Rfx2.HTH..LoVo.RFX2.ChIP.Seq.GSE49402..Homer"
"STAT4.Stat."	"STAT4.Stat..CD4.Stat4.ChIP.Seq.GSE22104..Homer"	"5.74848357422892"	"0.958080595704821"	"thistle1"	"STAT5.Stat..mCD4..Stat5.ChIP.Seq.GSE12346..Homer|STAT1.Stat..HelaS3.STAT1.ChIP.Seq.GSE12782..Homer|Stat3.Stat..mES.Stat3.ChIP.Seq.GSE11431..Homer|Stat3.il21.Stat..CD4.Stat3.ChIP.Seq.GSE19198..Homer|Bcl6.Zf..Liver.Bcl6.ChIP.Seq.GSE31578..Homer"
"ZFX.Zf."	"ZFX.Zf..mES.Zfx.ChIP.Seq.GSE11431..Homer"	"1.97215215143778"	"0.98607607571889"	"salmon4"	"ZNF711.Zf..SHSY5Y.ZNF711.ChIP.Seq.GSE20673..Homer"
"Elk1.ETS."	"Elk1.ETS..Hela.Elk1.ChIP.Seq.GSE31477..Homer"	"3.76259001479027"	"0.940647503697567"	"palevioletred3"	"Elk4.ETS..Hela.Elk4.ChIP.Seq.GSE31477..Homer|ELF1.ETS..Jurkat.ELF1.ChIP.Seq.SRA014231..Homer|SPDEF.ETS..VCaP.SPDEF.ChIP.Seq.SRA014231..Homer"
"Nkx2.5.Homeobox."	"Nkx2.5.Homeobox..HL1.Nkx2.5.biotin.ChIP.Seq.GSE21529..Homer"	"4.75837987056912"	"0.951675974113824"	"navajowhite2"	"Nkx2.1.Homeobox..LungAC.Nkx2.1.ChIP.Seq.GSE43252..Homer|Nkx2.2.Homeobox..NPC.Nkx2.2.ChIP.Seq.GSE61673..Homer|Bapx1.Homeobox..VertebralCol.Bapx1.ChIP.Seq.GSE36672..Homer|Nkx3.1.Homeobox..LNCaP.Nkx3.1.ChIP.Seq.GSE28264..Homer"
"NRF1.NRF."	"NRF1.NRF..MCF7.NRF1.ChIP.Seq.Unpublished..Homer"	"1.97562289678913"	"0.987811448394567"	"maroon"	"NRF.NRF..Promoter.Homer"
"MYB.HTH."	"MYB.HTH..ERMYB.Myb.ChIPSeq.GSE22095..Homer"	"2.86604329616091"	"0.95534776538697"	"lightpink4"	"AMYB.HTH..Testes.AMYB.ChIP.Seq.GSE44588..Homer|BMYB.HTH..Hela.BMYB.ChIP.Seq.GSE27030..Homer"
